Label,Berita
netral,Festival seni pertunjukan wayang orang dari berbagai sanggar akan diselenggarakan di Jakarta bulan Juli.
netral,Bank Indonesia (BI) mencatat total nilai transaksi uang elektronik di Indonesia mencapai 350 triliun rupiah.
netral,Seorang penyanyi dangdut wanita Indonesia memenangkan penghargaan *Anugerah Musik Indonesia* (AMI) Awards.
netral,Kementerian Kelautan dan Perikanan meluncurkan program penangkapan ikan terukur di perairan Natuna.
netral,Pusat Studi Ilmu Komunikasi (PSIK) UI menggelar seminar tentang etika jurnalisme di era *digital*.
netral,PT PLN (Persero) menargetkan semua rumah sakit di Indonesia menggunakan energi terbarukan.
netral,Dinas Pariwisata menyediakan *tour guide* gratis yang fasih berbahasa Inggris dan Mandarin.
netral,Komunitas pecinta *aquascape* di Jakarta mengadakan kontes desain *aquascape* tingkat nasional.
netral,Harga daging kambing di pasar tradisional saat ini dijual rata-rata Rp 120.000 per kilogram.
netral,Sebuah film *thriller* psikologis Indonesia berhasil meraih *box office* tertinggi di tahun ini.
netral,PT Pertamina (Persero) mengumumkan penemuan cadangan gas alam baru di perairan Maluku.
netral,Pemerintah daerah mengalokasikan dana 100 juta untuk pengembangan seni dan budaya lokal.
netral,Seorang mahasiswa ITB menciptakan *software* penerjemah bahasa daerah ke bahasa Indonesia secara *real-time*.
netral,Dinas Kesehatan menyediakan layanan tes laboratorium gratis bagi warga lanjut usia di puskesmas.
netral,Harga cabai keriting di pasar tradisional saat ini dijual rata-rata Rp 55.000 per kilogram.
netral,Perusahaan transportasi Grab meluncurkan layanan *carpooling* untuk mengurangi kemacetan.
netral,Gubernur Jawa Tengah meresmikan pembangunan *shelter* bagi korban bencana alam di Semarang.
netral,Festival seni rupa keramik internasional akan diselenggarakan di Bandung bulan Agustus.
netral,"Bank Indonesia (BI) mencatat pertumbuhan ekonomi Indonesia di kuartal IV sebesar 4,95%."
netral,Seorang *gamer* profesional Indonesia memenangkan turnamen *e-sports* dengan total hadiah 10 miliar rupiah.
netral,Kementerian Pertanian meluncurkan program pembagian bibit unggul buah-buahan secara gratis.
netral,Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) menetapkan status Gunung Marapi Waspada (Level II).
netral,PT Bank Rakyat Indonesia (BRI) Tbk mencatat peningkatan pengguna layanan *QRIS* sebesar 50%.
netral,Dinas Perhubungan melakukan penertiban *driver* *online* yang menggunakan aplikasi ilegal.
netral,Komunitas pecinta *action figure* *Gundam* di Jakarta mengadakan pameran dan kontes *model kit*.
netral,Harga tiket masuk Kebun Raya Bogor saat ini adalah Rp 16.000 per orang.
netral,Sebuah novel *young adult* dari penulis Indonesia memenangkan penghargaan fiksi remaja terbaik.
netral,PT Kereta Api Indonesia (KAI) meluncurkan layanan *boarding pass* digital melalui aplikasi *KAI Access*.
netral,Pemerintah daerah menyediakan layanan konsultasi bisnis gratis bagi perempuan pelaku UMKM.
netral,Seorang *influencer* *makeup* Indonesia meluncurkan produk *eyeshadow palette* yang laris manis.
netral,Dinas Pendidikan melarang sekolah mengadakan kegiatan yang memberatkan biaya orang tua siswa.
netral,Harga durian montong di pasar buah saat ini dijual rata-rata Rp 150.000 per buah.
netral,Perusahaan *e-commerce* Tokopedia mengadakan program *cashback* 50% untuk semua kategori produk.
netral,Gubernur Jawa Barat meresmikan pembangunan *skywalk* baru di kawasan pejalan kaki di Bogor.
netral,Festival musik *metal* internasional akan diselenggarakan di Jakarta bulan September.
netral,Bank Indonesia (BI) mencatat total nilai transaksi kartu kredit di Indonesia mencapai 50 triliun rupiah.
netral,Seorang atlet bulutangkis Indonesia memenangkan turnamen *All England* di sektor ganda putra.
netral,Kementerian Pertanian meluncurkan program pengembangan *urban farming* di atap gedung perkantoran.
netral,Pusat Studi Bahasa dan Budaya (PSBB) UI menggelar seminar tentang pengaruh budaya K-Pop di Indonesia.
netral,PT PLN (Persero) menargetkan 100% *coverage* listrik di seluruh desa terpencil di Indonesia.
netral,Dinas Pariwisata mengadakan *fam trip* untuk media massa asing ke destinasi wisata Raja Ampat.
netral,Komunitas pecinta *drone* di Jakarta mengadakan kompetisi fotografi *drone* tingkat nasional.
netral,Harga sosis sapi di supermarket saat ini dijual rata-rata Rp 35.000 per bungkus.
netral,Sebuah film *thriller* Indonesia berhasil menarik 1 juta penonton di bioskop dalam waktu dua minggu.
netral,PT Pertamina (Persero) mengumumkan penurunan harga BBM jenis Dexlite sebesar Rp 100 per liter.
netral,Pemerintah daerah mengalokasikan dana 200 juta untuk pengembangan *start-up* teknologi lokal.
netral,Seorang mahasiswa UNDIP menciptakan *robot* pemadam kebakaran otomatis yang diuji coba di Semarang.
netral,Dinas Kesehatan menyediakan layanan *medical check-up* lengkap gratis bagi semua ASN.
netral,Harga Ikan Gurame di pasar tradisional saat ini dijual rata-rata Rp 40.000 per kilogram.
netral,Perusahaan transportasi Gojek meluncurkan layanan *GoCar* dengan mobil listrik di Bali.
netral,Gubernur Jawa Tengah meresmikan pembangunan taman rekreasi air baru di Kabupaten Kendal.
netral,Festival seni tari kontemporer dari berbagai negara akan diselenggarakan di Solo bulan Oktober.
netral,Bank Indonesia (BI) mencatat pertumbuhan kredit perbankan Indonesia di kuartal IV sebesar 12%.
netral,Seorang *driver* taksi *online* di Jakarta berhasil menemukan dompet berisi berlian milik penumpangnya.
netral,Kementerian Agama meluncurkan program sertifikasi imam masjid dan *muezzin* berskala nasional.
netral,Pusat Studi Antikorupsi (PSAK) UI menggelar seminar tentang upaya pencegahan korupsi di sektor publik.
netral,PT Telkomsel meluncurkan layanan 5G di kawasan Ibu Kota Nusantara (IKN) dengan kecepatan tinggi.
netral,Dinas Pariwisata mengadakan *virtual reality* *tour* ke museum-museum di kota tua Jakarta.
netral,Komunitas pecinta *fotografi* *street* di Jakarta mengadakan *workshop* fotografi *analog*.
netral,Harga *chicken nugget* di supermarket saat ini dijual rata-rata Rp 45.000 per bungkus.
netral,Sebuah film drama keluarga Indonesia berhasil memenangkan penghargaan *Best Asian Film* di festival Busan.
netral,PT Kereta Api Indonesia (KAI) meluncurkan layanan *food pre-order* di semua kereta jarak jauh.
netral,Pemerintah daerah menyediakan layanan *mobile* perizinan usaha bagi pelaku UMKM di pasar tradisional.
netral,Seorang *beauty vlogger* Indonesia meluncurkan produk *foundation* yang cocok untuk semua jenis kulit.
netral,Dinas Pendidikan melarang sekolah mewajibkan siswa mengikuti bimbingan belajar tambahan.
netral,Harga ikan bawal di pasar tradisional saat ini dijual rata-rata Rp 35.000 per kilogram.
netral,Perusahaan *e-commerce* Lazada meluncurkan program pelatihan *live streaming* untuk penjual lokal.
netral,Gubernur Jawa Barat meresmikan pembangunan stadion olahraga bertaraf internasional di Bekasi.
netral,Festival musik *hip-hop* internasional akan diselenggarakan di Jakarta bulan November.
netral,Bank Indonesia (BI) mencatat total nilai transaksi *e-commerce* di Indonesia mencapai 600 triliun rupiah.
netral,Seorang atlet paralimpiade Indonesia memenangkan medali emas di kejuaraan renang dunia.
netral,Kementerian Pertanian meluncurkan program pengembangan budidaya *hydroponic* di perkotaan.
netral,Pusat Studi Lingkungan Hidup (PSLH) ITB menggelar seminar tentang pengelolaan limbah elektronik.
netral,PT PLN (Persero) menargetkan 70% energi listrik yang digunakan di Indonesia berasal dari energi terbarukan.
netral,Dinas Pariwisata mengadakan *fam trip* untuk *travel agent* lokal ke destinasi wisata baru di Sulawesi.
netral,Komunitas pecinta *action figure* di Jakarta mengadakan *cosplay* *competition* dengan hadiah besar.
netral,Harga mie instan impor di supermarket saat ini dijual rata-rata Rp 15.000 per bungkus.
netral,Sebuah film *thriller* Indonesia berhasil memenangkan penghargaan *Best Director* di festival film Asia.
netral,PT Pertamina (Persero) mengumumkan penambahan pasokan BBM jenis Pertamax untuk kebutuhan mudik.
netral,Pemerintah daerah mengalokasikan dana 500 juta untuk pengadaan buku pelajaran sekolah dasar.
netral,Seorang mahasiswa ITB menciptakan *robot* penyiram tanaman otomatis yang diuji coba di kebun raya.
netral,Dinas Kesehatan menyediakan layanan *screening* kesehatan mata dan gigi gratis bagi anak sekolah.
netral,Harga Ikan Nila di pasar tradisional saat ini dijual rata-rata Rp 35.000 per kilogram.
netral,Perusahaan transportasi Grab meluncurkan layanan *GrabBike* dengan motor listrik di Bandung.
netral,Gubernur Jawa Tengah meresmikan pembangunan pusat riset dan teknologi baru di Semarang.
netral,Festival seni rupa *video art* dari berbagai negara akan diselenggarakan di Yogyakarta bulan Desember.
netral,Bank Indonesia (BI) mencatat total nilai transaksi kartu kredit di Indonesia mencapai 55 triliun rupiah.
netral,Seorang *driver* taksi *online* di Jakarta berhasil mengembalikan perhiasan berlian milik penumpangnya.
netral,Kementerian Agama meluncurkan program sertifikasi penghulu pernikahan berskala nasional.
netral,Pusat Studi Ilmu Komunikasi (PSIK) UI menggelar seminar tentang *hoax* dan *fake news* di media sosial.
netral,PT Telkomsel meluncurkan layanan *VoLTE* (Voice over LTE) untuk semua pengguna 4G.
netral,Dinas Pariwisata mengadakan *webinar* tentang strategi pemasaran wisata di era *new normal*.
netral,Komunitas pecinta *kucing* *persia* di Jakarta mengadakan *cat show* dan kontes kecantikan kucing.
netral,Harga susu segar di supermarket saat ini dijual rata-rata Rp 25.000 per liter.
netral,Sebuah film *drama* Indonesia berhasil menarik 3 juta penonton di bioskop dalam waktu dua minggu.
netral,PT Kereta Api Indonesia (KAI) meluncurkan layanan *Wi-Fi* gratis di semua kereta eksekutif.
netral,Pemerintah daerah menyediakan layanan *mobile* perizinan usaha gratis bagi pelaku *startup* lokal.
netral,Seorang *fashion stylist* Indonesia meluncurkan koleksi *hijab* yang laris manis di pasaran.
netral,Dinas Pendidikan melarang sekolah mengadakan kegiatan yang tidak ada hubungannya dengan kurikulum.
netral,Harga daging bebek di pasar tradisional saat ini dijual rata-rata Rp 50.000 per ekor.
netral,Perusahaan *e-commerce* Tokopedia meluncurkan program *cashback* 50% untuk semua produk *fashion*.
netral,Gubernur Jawa Barat meresmikan pembangunan *Creative Hub* baru untuk *digital nomad* di Bandung.
netral,Festival musik *jazz* internasional akan diselenggarakan di Jakarta bulan Januari.
netral,Bank Indonesia (BI) mencatat total nilai transaksi kartu debit di Indonesia mencapai 350 triliun rupiah.
netral,Seorang atlet *paralimpiade* Indonesia memenangkan medali emas di kejuaraan dunia *powerlifting*.
netral,Kementerian Pertanian meluncurkan program pengembangan budidaya *aquaculture* di tambak udang.
netral,Pusat Studi Hukum dan HAM (PSHHAM) UI menggelar seminar tentang perlindungan data pribadi dan keamanan siber.
netral,PT PLN (Persero) menargetkan 60% energi listrik yang digunakan di sektor industri berasal dari energi terbarukan.
netral,Dinas Pariwisata mengadakan *fam trip* untuk *tour operator* domestik ke destinasi wisata baru di Kalimantan.
netral,Komunitas pecinta *fotografi* *portrait* di Jakarta mengadakan *workshop* fotografi *outdoor*.
netral,Harga *soft drink* impor di supermarket saat ini dijual rata-rata Rp 15.000 per kaleng.
netral,Sebuah film *horor* Indonesia berhasil meraih *rating* tertinggi di platform *streaming* global.
netral,PT Pertamina (Persero) mengumumkan penurunan harga BBM jenis Pertamax Turbo sebesar Rp 500 per liter.
netral,Pemerintah daerah mengalokasikan dana 200 juta untuk pengembangan seni pertunjukan tradisional.
netral,Seorang mahasiswa ITB menciptakan *software* pengenal wajah yang diuji coba di kampus.
netral,Dinas Kesehatan menyediakan layanan *counseling* kesehatan reproduksi gratis bagi remaja di puskesmas.
netral,Harga Ikan Kakap Merah di pasar tradisional saat ini dijual rata-rata Rp 65.000 per kilogram.
netral,Perusahaan transportasi Grab meluncurkan layanan *GrabFood* dengan robot pengantar di kawasan perkantoran.
netral,Gubernur Jawa Tengah meresmikan pembangunan *smart city* dengan teknologi *AI* di Semarang.
netral,Festival seni rupa lukisan kontemporer dari berbagai negara akan diselenggarakan di Yogyakarta bulan Februari.
netral,Bank Indonesia (BI) mencatat pertumbuhan uang yang beredar di masyarakat mencapai 12%.
netral,Seorang *driver* ojek *online* di Jakarta berhasil mengembalikan *laptop* berisi data penting milik penumpangnya.
netral,Kementerian Agama meluncurkan program sertifikasi da'i dan *muballigh* berskala nasional.
netral,Pusat Studi Ilmu Politik (PSIP) UI menggelar seminar tentang prospek demokrasi di Indonesia.
netral,PT Telkomsel meluncurkan layanan *video conference* *high definition* dengan jaringan 5G.
netral,Dinas Pariwisata mengadakan *fam trip* untuk *travel blogger* internasional ke destinasi wisata budaya di Jawa.
netral,Komunitas pecinta *sepeda lipat* di Jakarta mengadakan *event* *folding bike* *gathering* nasional.
netral,Harga *frozen food* impor di supermarket saat ini dijual rata-rata Rp 70.000 per bungkus.
netral,Sebuah film *komedi* Indonesia berhasil menarik 1.5 juta penonton di bioskop dalam waktu seminggu.
netral,PT Kereta Api Indonesia (KAI) meluncurkan layanan *e-tiket* di semua stasiun kereta api.
netral,Pemerintah daerah menyediakan layanan *mobile* perpustakaan bagi anak-anak di daerah terpencil.
netral,Seorang *influencer* *gamer* Indonesia meluncurkan *merchandise* resmi yang laris di pasaran.
netral,Dinas Pendidikan melarang sekolah mengadakan kegiatan yang tidak sesuai dengan protokol kesehatan.
netral,Harga Ikan Salmon di supermarket saat ini dijual rata-rata Rp 200.000 per kilogram.
netral,Perusahaan *e-commerce* Tokopedia meluncurkan program *cashback* 50% untuk produk *groceries*.
netral,Gubernur Jawa Barat meresmikan pembangunan *rest area* dengan *charging station* mobil listrik di tol.
netral,Festival musik *reggae* internasional akan diselenggarakan di Bali bulan Maret.
netral,Bank Indonesia (BI) mencatat total nilai transaksi kartu kredit di Indonesia mencapai 60 triliun rupiah.
netral,Seorang atlet lari Indonesia memenangkan medali emas di kejuaraan maraton tingkat Asia.
netral,Kementerian Pertanian meluncurkan program pengembangan budidaya *aquaculture* di air payau.
netral,Pusat Studi Hukum Tata Negara (PSHTN) UI menggelar seminar tentang amandemen UUD 1945 dan dampaknya.
netral,PT PLN (Persero) menargetkan 100% *coverage* listrik di semua pulau terluar di Indonesia.
netral,Dinas Pariwisata mengadakan *fam trip* untuk *travel blogger* domestik ke destinasi wisata *healing* di Jawa.
netral,Komunitas pecinta *kucing* *domestik* di Jakarta mengadakan kontes foto kucing lucu di *mall*.
netral,Harga *snack* impor di supermarket saat ini dijual rata-rata Rp 20.000 per bungkus.
netral,Sebuah film *horor* Indonesia berhasil meraih *rating* tertinggi di *IMDb* untuk film Asia.
valid,"Bursa Efek Indonesia (BEI) mencatat Indeks Harga Saham Gabungan (IHSG) hari ini ditutup menguat 1,2%."
valid,Kementerian Sosial menyalurkan bantuan sosial berupa *rice box* kepada 500.000 keluarga miskin di Jabodetabek.
valid,Pemerintah daerah mengeluarkan instruksi untuk membatasi kegiatan di luar rumah akibat polusi udara yang memburuk.
valid,Komisi Pemberantasan Korupsi (KPK) melakukan penggeledahan di kantor Kementerian Pertanian terkait dugaan korupsi.
valid,Badan Nasional Penanggulangan Bencana (BNPB) melaporkan 10 desa terendam banjir bandang di Sulawesi Tengah.
valid,Menteri Luar Negeri Retno Marsudi menghadiri Sidang Umum PBB di New York dan menyampaikan pandangan terkait konflik.
valid,PT Bank Mandiri (Persero) Tbk mencatat laba bersih di kuartal III tahun ini mencapai rekor tertinggi 18 triliun rupiah.
valid,Presiden Joko Widodo meresmikan pembangunan proyek kereta cepat Jakarta-Bandung yang sudah selesai.
valid,Dinas Kesehatan DKI Jakarta mengimbau masyarakat untuk melakukan vaksinasi influenza menjelang musim pancaroba.
valid,PT Kereta Api Indonesia (KAI) mengumumkan penambahan 20 jadwal perjalanan kereta api jarak jauh untuk libur Nataru.
valid,Kementerian Pendidikan meluncurkan program beasiswa pendidikan Sarjana dan Magister bagi guru honorer.
valid,Kepala Badan Intelijen Negara (BIN) memastikan situasi keamanan di wilayah perbatasan Indonesia-Malaysia kondusif.
valid,Bursa komoditas mencatat harga nikel global mengalami kenaikan 3% akibat lonjakan permintaan dari industri baterai.
valid,"Pemerintah menetapkan Upah Minimum Regional (UMR) rata-rata naik 5,5% untuk tahun anggaran berikutnya."
valid,Gubernur Jawa Barat Ridwan Kamil meninjau lokasi pembangunan *aerocity* baru di sekitar Bandara Kertajati.
valid,Badan Pengelola Keuangan Haji (BPKH) melaporkan total dana haji yang dikelola mencapai 140 triliun rupiah per hari ini.
valid,Komisi Yudisial (KY) merekomendasikan sanksi berat berupa pemberhentian kepada seorang hakim nakal di Pengadilan Negeri.
valid,"Menteri Perdagangan Zulkifli Hasan memastikan ketersediaan pasokan gula, minyak goreng, dan daging ayam di pasar tradisional."
valid,Pemerintah mencanangkan program pembagian alat masak listrik (AML) gratis kepada 500.000 rumah tangga miskin.
valid,Indonesia berhasil meraih 3 medali emas di ajang *SEA Games* untuk cabang olahraga bulutangkis ganda putri.
valid,Kementerian Perhubungan mengumumkan bahwa Bandara Soekarno-Hatta siap melayani penerbangan internasional tanpa batasan kuota.
valid,PT Pertamina (Persero) meresmikan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) di 100 titik rest area tol.
valid,Dinas Lingkungan Hidup menemukan adanya pencemaran limbah B3 ilegal di sungai Citarum dari sebuah pabrik tekstil.
valid,Presiden Jokowi memimpin rapat kabinet terbatas membahas proyek strategis nasional (PSN) senilai 500 triliun rupiah.
valid,Tim SAR gabungan berhasil mengevakuasi seluruh korban kapal feri yang tenggelam di perairan Danau Toba.
valid,Kementerian Komunikasi dan Informatika (Kominfo) memblokir 10.000 akun media sosial yang menyebarkan ujaran kebencian.
valid,Perusahaan otomotif PT Toyota Astra Motor mencatat kenaikan penjualan mobil listrik sebesar 50% di kuartal terakhir.
valid,Pemerintah daerah mengalokasikan dana 100 miliar untuk pembangunan fasilitas air bersih di wilayah rawan kekeringan.
valid,Badan Pengawas Obat dan Makanan (BPOM) menarik peredaran 15 merek kosmetik impor yang mengandung bahan berbahaya.
valid,Kementerian Pertanian meluncurkan program subsidi pupuk organik bagi 2 juta petani di seluruh Indonesia.
valid,PT Bank Rakyat Indonesia (BRI) Tbk mencatat total aset mencapai 1.800 triliun rupiah per akhir tahun.
valid,Indonesia dan Amerika Serikat sepakat meningkatkan kerja sama di bidang ekonomi digital dan *startup*.
valid,"Pelabuhan Patimban di Subang, Jawa Barat, mencatat peningkatan ekspor kendaraan roda empat sebesar 20%."
valid,Pemerintah membuka pendaftaran Kartu Prakerja gelombang ke-66 dengan fokus pada pelatihan keterampilan digital.
valid,Direktur Utama PLN memastikan pasokan listrik dari Pembangkit Listrik Tenaga Surya (PLTS) Terapung Cirata berjalan normal.
valid,Kepala Staf Angkatan Udara (KSAU) memimpin upacara wisuda 500 perwira remaja lulusan Akademi Angkatan Udara.
valid,Bursa Efek Indonesia (BEI) mencatat terjadi *net foreign buy* (pembelian bersih asing) sebesar 500 miliar rupiah hari ini.
valid,"Kementerian Ketenagakerjaan menetapkan Upah Minimum Provinsi (UMP) naik rata-rata 3,5% untuk tahun 2024."
valid,Gubernur Bank Indonesia (BI) menyatakan optimisme terhadap kemampuan Indonesia melewati tantangan ekonomi global.
valid,Dinas Kesehatan mengalokasikan dana 20 miliar untuk pembelian alat kesehatan modern di 10 rumah sakit daerah.
valid,PT Telkom Indonesia (Persero) Tbk meresmikan *data center* Tier 4 terbesar di Asia Tenggara di Bekasi.
valid,Pemerintah menetapkan program pembangunan 2 juta unit rumah susun sederhana sewa (Rusunawa) hingga 2029.
valid,Tim penyidik Kejaksaan Agung menetapkan dua tersangka baru dalam kasus korupsi pengadaan satelit.
valid,Badan Pengelola Tabungan Perumahan Rakyat (BP Tapera) mencairkan dana bagi 20.000 peserta untuk KPR subsidi.
valid,Komisi Pemilihan Umum (KPU) mengumumkan hasil verifikasi faktual partai politik peserta Pemilihan Umum 2024.
valid,Menteri Perdagangan meninjau harga dan ketersediaan komoditas bawang merah di pasar induk Kramat Jati.
valid,"Pemerintah menetapkan cuti bersama Idulfitri selama 5 hari, yaitu mulai tanggal 8 hingga 12 April."
valid,Kementerian ESDM menargetkan bauran energi baru terbarukan (EBT) mencapai 23% pada tahun 2025.
valid,Indonesia berhasil memenangkan penghargaan *Best Pavilion* di pameran pariwisata internasional di London.
valid,"BPJS Kesehatan menjamin pembiayaan operasi jantung bagi semua peserta kelas I, II, dan III."
valid,Perusahaan *e-commerce* Lazada melaporkan kenaikan volume transaksi *live shopping* sebesar 40% di kuartal I.
valid,Dinas Pendidikan mengeluarkan kebijakan untuk memberikan beasiswa penuh bagi 100 siswa berprestasi ke luar negeri.
valid,Presiden Jokowi meresmikan pembangunan jalan tol Betung-Jambi yang merupakan bagian dari tol Trans Sumatera.
valid,Badan Perlindungan Pekerja Migran Indonesia (BP2MI) memulangkan 700 Pekerja Migran Indonesia (PMI) dari Malaysia.
valid,Kepala Badan Riset dan Inovasi Nasional (BRIN) memimpin peluncuran kapal riset terbaru untuk penelitian laut dalam.
valid,BUMN PT Bank Negara Indonesia (BNI) Tbk mencatat laba bersih 12 triliun rupiah di semester I tahun ini.
valid,Kementerian Sosial menyalurkan bantuan sosial pangan kepada 12 juta Keluarga Penerima Manfaat (KPM).
valid,Kepala Pusat Penerangan (Kapuspen) TNI memimpin upacara peresmian Komando Gabungan Wilayah Pertahanan baru.
valid,Gubernur Jawa Tengah Ganjar Pranowo meluncurkan program *Gerakan Jateng Hijau* dengan menanam 1 juta pohon.
valid,Dinas Lingkungan Hidup melakukan penutupan sementara 5 pabrik di Bekasi karena terbukti mencemari udara.
valid,Pemerintah menargetkan investasi asing langsung (FDI) mencapai 60 miliar dolar AS di tahun 2024.
valid,Tim Detasemen Khusus (Densus) 88 Antiteror menangkap 5 terduga teroris di wilayah Jawa Timur.
valid,Badan Pengelola Keuangan Haji (BPKH) melaporkan total dana kelolaan haji mencapai 150 triliun rupiah.
valid,Komite Nasional Keselamatan Transportasi (KNKT) menginvestigasi insiden tabrakan kereta api di Jawa Barat.
valid,Menteri Kelautan dan Perikanan mengumumkan penangkapan 10 kapal ikan asing ilegal di Laut Natuna Utara.
valid,Pemerintah menyusun rancangan Peraturan Presiden (Perpres) mengenai pengembangan industri semikonduktor nasional.
valid,Indonesia menjadi tuan rumah pertemuan tahunan IMF-World Bank Group di Bali bulan Oktober mendatang.
valid,Kementerian Pariwisata dan Ekonomi Kreatif meluncurkan program *Wonderful Indonesia* di 10 negara Eropa.
valid,Perusahaan baja PT Krakatau Steel Tbk mencatat peningkatan volume produksi baja sebesar 15% di kuartal III.
valid,Dinas Kependudukan dan Catatan Sipil meluncurkan layanan pembuatan Kartu Identitas Anak (KIA) secara kolektif.
valid,Presiden Jokowi menerima kunjungan resmi Presiden Korea Selatan di Istana Merdeka Jakarta.
valid,Badan Pengkajian dan Penerapan Teknologi (BPPT) mengembangkan teknologi *self-driving car* berbasis kecerdasan buatan.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan *phishing* melalui WhatsApp.
valid,PT Pos Indonesia meluncurkan layanan pengiriman barang *e-commerce* dengan jaminan pengiriman satu hari.
valid,"Kementerian Agama mengumumkan hasil sidang isbat, awal Ramadan 1445 H jatuh pada tanggal 12 Maret."
valid,Kepala Staf Angkatan Laut (KSAL) meresmikan KRI I Gusti Ngurah Rai sebagai kapal perang terbaru TNI AL.
valid,Bursa komoditas mencatat harga timah global naik 4% akibat pasokan dari Indonesia yang berkurang.
valid,Kementerian Sosial menyalurkan bantuan Program Keluarga Harapan (PKH) kepada 15 juta keluarga per kuartal.
valid,Gubernur Jawa Barat Ridwan Kamil meresmikan pembangunan *Creative Hub* di Kota Bogor untuk industri kreatif.
valid,Dinas Kesehatan meluncurkan program pemeriksaan kesehatan gratis bagi lansia di seluruh puskesmas.
valid,Pemerintah menetapkan kebijakan impor bawang putih untuk menstabilkan harga di pasar menjelang Lebaran.
valid,Tim investigasi menemukan adanya praktik *monopoli* dalam penentuan harga tiket pesawat domestik.
valid,Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPKS) melaporkan peningkatan produksi biodiesel B35.
valid,Komisi Pengawas Persaingan Usaha (KPPU) menjatuhkan denda kepada dua perusahaan semen terkait *kartel* harga.
valid,Menteri BUMN Erick Thohir mengumumkan restrukturisasi besar-besaran di tubuh PT Garuda Indonesia (Persero) Tbk.
valid,Pemerintah memperpanjang subsidi tarif listrik 900 VA bagi 10 juta pelanggan rumah tangga miskin.
valid,Indonesia mengirimkan tim SAR dan bantuan medis ke negara yang terdampak gempa bumi di Maroko.
valid,Kementerian Perindustrian menggelar pameran produk hasil industri 4.0 terbesar se-Asia Pasifik.
valid,"Perusahaan semen PT Solusi Bangun Indonesia (SBI) mencatat laba bersih 1,5 triliun rupiah di semester II."
valid,Dinas Kehutanan melakukan rehabilitasi hutan dengan menanam 500.000 bibit mangrove di pesisir utara Jawa.
valid,Presiden Jokowi meneken Peraturan Pemerintah tentang kewajiban penggunaan kendaraan listrik bagi pejabat negara.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) meresmikan rute bus *feeder* TransJakarta baru ke stasiun MRT.
valid,Kepala Badan Intelijen Negara (BIN) memastikan tidak ada ancaman keamanan serius terhadap obyek vital nasional.
valid,PT Bank Mandiri (Persero) Tbk meluncurkan produk kredit usaha rakyat (KUR) dengan bunga 3% per tahun.
valid,Kementerian Pendidikan melarang segala bentuk perundungan (*bullying*) di lingkungan sekolah secara tegas.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin upacara kenaikan pangkat 100 perwira menengah.
valid,Bursa kripto mencatat total nilai transaksi Bitcoin di Indonesia mencapai 5 triliun rupiah per hari.
valid,Kementerian Perdagangan menyusun aturan baru mengenai larangan impor pakaian bekas secara ketat.
valid,Gubernur Jawa Tengah meresmikan pembangunan jalan lingkar utara di kota Semarang.
valid,Dinas Sosial menyediakan bantuan logistik dan tenda darurat bagi korban banjir di Kabupaten Demak.
valid,Pemerintah menetapkan harga eceran tertinggi (HET) minyak goreng kemasan sederhana sebesar Rp 13.500/liter.
valid,Tim penilai UNESCO meninjau situs *subak* di Bali untuk penetapan sebagai warisan budaya dunia tak benda.
valid,Badan Penanggulangan Bencana Daerah (BPBD) menyiagakan tim di kawasan rawan longsor di Jawa Barat.
valid,Komisi Yudisial (KY) merekomendasikan sanksi ringan kepada dua hakim yang terlambat dalam sidang.
valid,Menteri Komunikasi dan Informatika memastikan jaringan 5G akan tersedia di seluruh ibu kota provinsi tahun depan.
valid,Pemerintah mengalokasikan dana 30 triliun untuk pengembangan sektor Usaha Mikro Kecil Menengah (UMKM) melalui KUR.
valid,Indonesia menandatangani perjanjian kerja sama di bidang energi terbarukan dengan Norwegia.
valid,Kementerian Pendidikan meluncurkan program beasiswa pendidikan vokasi ke Jerman untuk siswa SMK.
valid,Perusahaan farmasi PT Kimia Farma Tbk mencatat kenaikan penjualan vitamin dan suplemen sebesar 20%.
valid,Dinas Perumahan Rakyat menyelesaikan pembangunan 500 unit rumah susun sederhana milik (Rusunami) di Jakarta.
valid,Presiden Jokowi menyampaikan pidato dalam acara Konferensi Tingkat Tinggi (KTT) G20 secara *virtual*.
valid,Badan Pengkajian dan Pengembangan Kebijakan Luar Negeri (BPPK) menyelenggarakan *focus group discussion* (FGD) tentang diplomasi digital.
valid,Kepala Badan Kepegawaian Negara (BKN) mengumumkan jadwal tes Seleksi Kompetensi Dasar (SKD) bagi CPNS.
valid,PT Indofood Sukses Makmur Tbk melaporkan kenaikan laba bersih 8% di kuartal terakhir tahun ini.
valid,"Kementerian ESDM meresmikan Pembangkit Listrik Tenaga Bayu (PLTB) baru di Jeneponto, Sulawesi Selatan."
valid,Kepala Kejaksaan Agung (Kejagung) memimpin penahanan empat tersangka kasus korupsi dana BPJS Ketenagakerjaan.
valid,Bursa saham Wall Street ditutup melemah setelah rilis data inflasi yang lebih tinggi dari perkiraan.
